Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_sqrt,MonthlyIncome_sqrt,TotalWorkingYears_sqrt,PercentSalaryHike_sqrt,YearsAtCompany_sqrt,YearsInCurrentRole_sqrt,YearsSinceLastPromotion_sqrt,YearsWithCurrManager_sqrt,NumCompaniesWorked_sqrt
4.898979485566356,1,2,0,22,1,0,4,1,1,1,1,3,1,39.433488306260706,1.0,0,3.3166247903554,3,3,1,1.0,2,3,1.0,0.0,0.0,0.0,4.898979485566356,39.433488306260706,1.0,3.3166247903554,1.0,0.0,0.0,0.0,1.0
5.916079783099616,0,2,1,10,4,3,1,0,3,2,0,3,2,78.37091297158659,1.7320508075688772,1,4.0,3,3,0,3.1622776601683795,4,3,2.23606797749979,1.4142135623730951,0.0,2.0,5.916079783099616,78.37091297158659,3.1622776601683795,4.0,2.23606797749979,1.4142135623730951,0.0,2.0,1.7320508075688772
5.477225575051661,1,2,1,3,3,5,4,0,3,1,6,1,2,51.54609587543949,2.23606797749979,1,3.3166247903554,3,3,0,2.8284271247461903,5,3,2.23606797749979,1.4142135623730951,0.0,2.0,5.477225575051661,51.54609587543949,2.8284271247461903,3.3166247903554,2.23606797749979,1.4142135623730951,0.0,2.0,2.23606797749979
7.3484692283495345,0,2,1,8,4,1,3,0,3,2,2,3,2,61.48170459575759,2.6457513110645907,0,3.3166247903554,3,3,0,4.358898943540674,3,3,1.0,0.0,0.0,0.0,7.3484692283495345,61.48170459575759,4.358898943540674,3.3166247903554,1.0,0.0,0.0,0.0,2.6457513110645907
5.830951894845301,0,2,1,1,3,1,4,0,2,1,2,2,1,57.39337940912697,2.23606797749979,0,4.123105625617661,3,1,1,2.6457513110645907,2,2,2.23606797749979,2.0,0.0,1.4142135623730951,5.830951894845301,57.39337940912697,2.6457513110645907,4.123105625617661,2.23606797749979,2.0,0.0,1.4142135623730951,2.23606797749979
6.855654600401044,0,2,2,2,4,1,4,0,2,1,8,4,2,57.39337940912697,1.0,1,4.242640687119285,3,1,0,1.7320508075688772,3,2,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,6.855654600401044,57.39337940912697,1.7320508075688772,4.242640687119285,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,1.0
6.0,0,0,2,15,4,2,4,1,1,2,7,4,0,73.5255057786072,1.0,0,4.898979485566356,4,1,1,3.872983346207417,4,2,3.872983346207417,3.4641016151377544,3.3166247903554,3.3166247903554,6.0,73.5255057786072,3.872983346207417,4.898979485566356,3.872983346207417,3.4641016151377544,3.3166247903554,3.3166247903554,1.0
5.916079783099616,0,2,1,1,4,3,4,1,2,1,2,3,1,47.51841748206689,2.449489742783178,0,3.4641016151377544,3,2,1,3.1622776601683795,2,3,2.8284271247461903,0.0,1.0,2.6457513110645907,5.916079783099616,47.51841748206689,3.1622776601683795,3.4641016151377544,2.8284271247461903,0.0,1.0,2.6457513110645907,2.449489742783178
5.385164807134504,0,2,2,19,3,1,3,1,2,2,7,3,0,92.84395510748128,1.0,0,3.7416573867739413,3,3,2,3.1622776601683795,3,3,3.1622776601683795,2.6457513110645907,0.0,2.0,5.385164807134504,92.84395510748128,3.1622776601683795,3.7416573867739413,3.1622776601683795,2.6457513110645907,0.0,2.0,1.0
7.483314773547883,1,2,1,14,4,1,2,0,3,1,6,2,1,70.44856279584417,3.0,1,4.242640687119285,3,1,3,2.6457513110645907,2,3,2.23606797749979,2.0,2.0,1.7320508075688772,7.483314773547883,70.44856279584417,2.6457513110645907,4.242640687119285,2.23606797749979,2.0,2.0,1.7320508075688772,3.0
6.708203932499369,0,2,1,10,2,1,1,1,3,1,6,4,1,51.51698748956503,1.7320508075688772,0,4.58257569495584,4,4,2,2.8284271247461903,3,2,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,6.708203932499369,51.51698748956503,2.8284271247461903,4.58257569495584,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.7320508075688772
6.782329983125268,0,2,1,1,4,3,4,1,3,3,0,1,0,96.93296652842108,2.6457513110645907,0,4.0,3,3,1,4.123105625617661,3,3,2.0,1.4142135623730951,0.0,1.7320508075688772,6.782329983125268,96.93296652842108,4.123105625617661,4.0,2.0,1.4142135623730951,0.0,1.7320508075688772,2.6457513110645907
6.244997998398398,0,2,1,10,1,3,3,1,3,3,5,3,2,116.0344776348823,2.6457513110645907,0,4.58257569495584,4,3,0,3.0,3,3,2.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,6.244997998398398,116.0344776348823,3.0,4.58257569495584,2.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,2.6457513110645907
7.211102550927978,0,2,2,3,4,2,3,1,2,4,3,1,1,129.83065893693984,1.0,0,3.3166247903554,3,1,0,5.830951894845301,3,4,5.830951894845301,2.449489742783178,1.0,4.0,7.211102550927978,129.83065893693984,5.830951894845301,3.3166247903554,5.830951894845301,2.449489742783178,1.0,4.0,1.0
5.656854249492381,0,0,1,1,3,1,3,0,2,1,2,2,1,48.29078587059855,2.449489742783178,0,4.47213595499958,4,3,0,2.23606797749979,3,3,1.7320508075688772,0.0,0.0,1.4142135623730951,5.656854249492381,48.29078587059855,2.23606797749979,4.47213595499958,1.7320508075688772,0.0,0.0,1.4142135623730951,2.449489742783178
6.782329983125268,0,1,1,18,1,3,1,0,3,3,0,3,1,102.60116958397697,2.23606797749979,0,3.3166247903554,3,4,0,5.291502622129181,3,2,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,6.782329983125268,102.60116958397697,5.291502622129181,3.3166247903554,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,2.23606797749979
5.291502622129181,0,2,1,17,2,3,3,1,3,2,2,1,0,67.512961718473,1.0,0,3.4641016151377544,3,4,1,3.1622776601683795,2,3,3.1622776601683795,0.0,1.0,2.8284271247461903,5.291502622129181,67.512961718473,3.1622776601683795,3.4641016151377544,3.1622776601683795,0.0,1.0,2.8284271247461903,1.0
5.385164807134504,0,2,1,23,2,1,3,1,4,1,6,3,1,51.96152422706632,1.0,0,4.898979485566356,4,3,1,3.1622776601683795,3,3,3.1622776601683795,2.6457513110645907,0.0,2.6457513110645907,5.385164807134504,51.96152422706632,3.1622776601683795,4.898979485566356,3.1622776601683795,2.6457513110645907,0.0,2.6457513110645907,1.0
6.244997998398398,0,2,2,24,1,2,2,0,2,4,7,4,1,109.68591523071684,0.0,0,3.3166247903554,3,1,1,4.58257569495584,2,2,4.47213595499958,3.0,3.0,2.449489742783178,6.244997998398398,109.68591523071684,4.58257569495584,3.3166247903554,4.47213595499958,3.0,3.0,2.449489742783178,0.0
5.744562646538029,0,2,1,9,3,3,1,1,3,1,6,4,1,52.73518749374084,0.0,0,3.605551275463989,3,2,1,3.872983346207417,5,3,3.7416573867739413,3.1622776601683795,2.0,3.1622776601683795,5.744562646538029,52.73518749374084,3.872983346207417,3.605551275463989,3.7416573867739413,3.1622776601683795,2.0,3.1622776601683795,0.0
6.164414002968976,0,2,2,3,3,1,1,1,3,3,7,3,0,103.0,0.0,0,3.4641016151377544,3,3,2,4.123105625617661,6,2,4.0,3.1622776601683795,2.23606797749979,3.605551275463989,6.164414002968976,103.0,4.123105625617661,3.4641016151377544,4.0,3.1622776601683795,2.23606797749979,3.605551275463989,0.0
5.196152422706632,0,1,1,5,2,1,4,0,3,1,2,4,2,48.774993593028796,0.0,1,3.7416573867739413,3,3,0,2.449489742783178,3,2,2.23606797749979,2.0,0.0,1.4142135623730951,5.196152422706632,48.774993593028796,2.449489742783178,3.7416573867739413,2.23606797749979,2.0,0.0,1.4142135623730951,0.0
4.358898943540674,1,1,2,1,1,5,3,0,1,1,8,1,2,48.218253804964775,0.0,0,4.58257569495584,4,1,0,1.0,5,4,0.0,0.0,0.0,0.0,4.358898943540674,48.218253804964775,1.0,4.58257569495584,0.0,0.0,0.0,0.0,0.0
7.3484692283495345,0,2,1,17,3,5,3,0,3,3,4,3,1,103.62914647916386,2.8284271247461903,0,3.3166247903554,3,3,1,4.69041575982343,2,3,3.1622776601683795,2.6457513110645907,0.0,2.8284271247461903,7.3484692283495345,103.62914647916386,4.69041575982343,3.3166247903554,3.1622776601683795,2.6457513110645907,0.0,2.8284271247461903,2.8284271247461903
7.280109889280518,0,2,1,23,4,1,4,0,3,4,5,4,2,119.4780314534852,2.449489742783178,0,4.242640687119285,3,3,0,5.744562646538029,0,3,3.4641016151377544,3.0,1.7320508075688772,2.8284271247461903,7.280109889280518,119.4780314534852,5.744562646538029,4.242640687119285,3.4641016151377544,3.0,1.7320508075688772,2.8284271247461903,2.449489742783178
5.744562646538029,0,0,2,8,1,1,2,0,2,1,8,4,2,48.394214530251446,0.0,0,4.358898943540674,3,4,0,1.7320508075688772,2,2,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,5.744562646538029,48.394214530251446,1.7320508075688772,4.358898943540674,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0
5.385164807134504,0,2,2,2,3,3,1,1,2,2,7,2,1,81.51073548925933,1.4142135623730951,0,4.358898943540674,3,2,2,3.1622776601683795,2,3,0.0,0.0,0.0,0.0,5.385164807134504,81.51073548925933,3.1622776601683795,4.358898943540674,0.0,0.0,0.0,0.0,1.4142135623730951
5.744562646538029,1,1,1,3,3,1,1,1,3,1,6,1,2,57.86190456595773,1.0,1,3.3166247903554,3,1,0,3.1622776601683795,3,3,3.1622776601683795,2.8284271247461903,3.0,2.6457513110645907,5.744562646538029,57.86190456595773,3.1622776601683795,3.3166247903554,3.1622776601683795,2.8284271247461903,3.0,2.6457513110645907,1.0
6.48074069840786,0,2,1,29,3,1,2,1,3,2,4,2,1,66.58828725834597,1.0,0,3.605551275463989,3,4,1,3.1622776601683795,3,2,3.0,2.8284271247461903,2.6457513110645907,2.8284271247461903,6.48074069840786,66.58828725834597,3.1622776601683795,3.605551275463989,3.0,2.8284271247461903,2.6457513110645907,2.8284271247461903,1.0
5.830951894845301,0,1,1,10,4,5,4,1,2,2,0,3,1,71.15476090888086,1.0,0,3.7416573867739413,3,2,1,2.8284271247461903,3,2,2.8284271247461903,1.4142135623730951,2.6457513110645907,2.6457513110645907,5.830951894845301,71.15476090888086,2.8284271247461903,3.7416573867739413,2.8284271247461903,1.4142135623730951,2.6457513110645907,2.6457513110645907,1.0
6.48074069840786,0,2,2,5,2,2,4,1,3,5,3,3,1,135.2885804493491,2.449489742783178,0,3.605551275463989,3,2,0,4.58257569495584,3,4,1.0,0.0,0.0,0.0,6.48074069840786,135.2885804493491,4.58257569495584,3.605551275463989,1.0,0.0,0.0,0.0,2.449489742783178
5.0990195135927845,0,2,2,1,3,1,3,1,3,2,7,3,1,72.77362159464101,1.0,0,4.123105625617661,3,2,1,2.8284271247461903,3,3,2.8284271247461903,2.6457513110645907,2.6457513110645907,2.6457513110645907,5.0990195135927845,72.77362159464101,2.8284271247461903,4.123105625617661,2.8284271247461903,2.6457513110645907,2.6457513110645907,2.6457513110645907,1.0
7.416198487095663,0,2,1,1,4,3,2,1,4,4,5,4,0,121.37545056559007,1.4142135623730951,0,3.605551275463989,3,4,2,5.5677643628300215,4,4,2.6457513110645907,2.6457513110645907,0.0,0.0,7.416198487095663,121.37545056559007,5.5677643628300215,3.605551275463989,2.6457513110645907,2.6457513110645907,0.0,0.0,1.4142135623730951
7.0710678118654755,1,1,2,1,4,1,2,1,3,2,7,3,0,82.02438661763951,2.6457513110645907,0,3.4641016151377544,3,4,2,3.4641016151377544,3,3,2.449489742783178,1.7320508075688772,0.0,1.0,7.0710678118654755,82.02438661763951,3.4641016151377544,3.4641016151377544,2.449489742783178,1.7320508075688772,0.0,1.0,2.6457513110645907
6.082762530298219,0,2,1,7,4,3,4,1,3,2,6,1,1,65.45227268781429,2.23606797749979,1,4.69041575982343,4,3,1,4.0,2,3,2.23606797749979,1.7320508075688772,0.0,2.0,6.082762530298219,65.45227268781429,4.0,4.69041575982343,2.23606797749979,1.7320508075688772,0.0,2.0,2.23606797749979
6.708203932499369,0,0,2,26,3,2,1,1,2,2,7,1,1,66.21933252457322,1.0,0,3.872983346207417,3,1,1,3.1622776601683795,2,3,3.1622776601683795,2.6457513110645907,2.0,2.23606797749979,6.708203932499369,66.21933252457322,3.1622776601683795,3.872983346207417,3.1622776601683795,2.6457513110645907,2.0,2.23606797749979,1.0
6.557438524302,0,1,2,15,3,1,4,1,2,2,7,4,1,82.48636250920512,1.7320508075688772,0,4.242640687119285,3,3,1,2.6457513110645907,5,3,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,6.557438524302,82.48636250920512,2.6457513110645907,4.242640687119285,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.7320508075688772
6.244997998398398,1,2,2,5,3,5,4,1,3,2,8,4,1,45.67274898667694,1.7320508075688772,0,3.7416573867739413,3,3,1,4.358898943540674,6,4,1.0,0.0,0.0,0.0,6.244997998398398,45.67274898667694,4.358898943540674,3.7416573867739413,1.0,0.0,0.0,0.0,1.7320508075688772
6.164414002968976,0,2,2,2,2,2,4,1,3,3,7,2,2,85.73797291748855,2.6457513110645907,0,4.0,3,3,0,3.1622776601683795,2,3,1.0,0.0,0.0,0.0,6.164414002968976,85.73797291748855,3.1622776601683795,4.0,1.0,0.0,0.0,0.0,2.6457513110645907
5.5677643628300215,0,2,1,1,4,3,3,1,3,1,6,2,2,50.00999900019995,1.0,0,4.123105625617661,3,2,0,1.0,4,3,1.0,1.0,1.0,0.0,5.5677643628300215,50.00999900019995,1.0,4.123105625617661,1.0,1.0,1.0,0.0,1.0
7.14142842854285,0,2,1,1,3,1,3,1,3,1,6,4,1,52.182372502598994,1.0,0,3.3166247903554,3,2,0,1.0,0,2,1.0,0.0,0.0,0.0,7.14142842854285,52.182372502598994,1.0,3.3166247903554,1.0,0.0,0.0,0.0,1.0
6.0,0,2,1,1,3,5,3,0,1,3,4,1,0,101.25216047077711,1.4142135623730951,1,4.58257569495584,4,3,1,4.123105625617661,2,3,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,6.0,101.25216047077711,4.123105625617661,4.58257569495584,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,1.4142135623730951
6.244997998398398,0,2,1,6,1,3,4,1,2,3,0,1,1,99.95498987044118,2.0,0,3.872983346207417,3,1,1,3.0,5,3,2.6457513110645907,2.6457513110645907,1.0,2.6457513110645907,6.244997998398398,99.95498987044118,3.0,3.872983346207417,2.6457513110645907,2.6457513110645907,1.0,2.6457513110645907,2.0
5.656854249492381,0,1,1,24,4,1,1,1,3,2,2,4,1,72.86288492778748,1.0,0,3.872983346207417,3,4,2,3.1622776601683795,2,3,3.1622776601683795,2.8284271247461903,2.0,2.6457513110645907,5.656854249492381,72.86288492778748,3.1622776601683795,3.872983346207417,3.1622776601683795,2.8284271247461903,2.0,2.6457513110645907,1.0
5.196152422706632,0,2,1,8,3,3,2,0,4,1,6,3,1,59.30430001273095,2.6457513110645907,0,4.123105625617661,3,1,0,2.23606797749979,0,3,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,5.196152422706632,59.30430001273095,2.23606797749979,4.123105625617661,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.6457513110645907
6.244997998398398,0,0,1,9,3,1,4,1,3,5,3,4,2,139.3951218658673,1.4142135623730951,0,3.605551275463989,3,3,0,4.58257569495584,3,2,2.449489742783178,0.0,1.0,1.7320508075688772,6.244997998398398,139.3951218658673,4.58257569495584,3.605551275463989,2.449489742783178,0.0,1.0,1.7320508075688772,1.4142135623730951
5.830951894845301,0,2,1,7,4,3,1,1,3,1,6,4,2,54.516052681756044,1.0,0,3.605551275463989,3,3,0,1.0,4,1,1.0,0.0,0.0,0.0,5.830951894845301,54.516052681756044,1.0,3.605551275463989,1.0,0.0,0.0,0.0,1.0
5.830951894845301,0,2,1,27,2,3,4,0,3,1,6,2,2,48.07286136688766,1.4142135623730951,0,3.872983346207417,3,4,0,3.0,3,3,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,5.830951894845301,48.07286136688766,3.0,3.872983346207417,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951
6.557438524302,0,2,2,16,3,2,4,0,3,4,3,4,1,126.74383614203887,2.23606797749979,1,4.69041575982343,4,3,1,4.69041575982343,3,3,4.123105625617661,3.605551275463989,1.0,3.0,6.557438524302,126.74383614203887,4.69041575982343,4.69041575982343,4.123105625617661,3.605551275463989,1.0,3.0,2.23606797749979
5.5677643628300215,0,2,1,2,4,1,2,1,3,1,2,3,1,58.966091951222275,1.0,0,3.7416573867739413,3,4,1,2.449489742783178,2,4,2.23606797749979,1.4142135623730951,0.0,1.7320508075688772,5.5677643628300215,58.966091951222275,2.449489742783178,3.7416573867739413,2.23606797749979,1.4142135623730951,0.0,1.7320508075688772,1.0
5.5677643628300215,1,2,2,6,4,1,2,1,1,2,7,3,1,78.56207736560943,2.0,1,4.242640687119285,3,2,0,3.4641016151377544,3,2,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,5.5677643628300215,78.56207736560943,3.4641016151377544,4.242640687119285,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.0
6.164414002968976,0,2,1,1,4,1,2,0,4,2,0,4,2,87.32124598286491,0.0,0,3.605551275463989,3,3,0,3.1622776601683795,4,2,3.0,2.6457513110645907,1.0,2.8284271247461903,6.164414002968976,87.32124598286491,3.1622776601683795,3.605551275463989,3.0,2.6457513110645907,1.0,2.8284271247461903,0.0
6.0,0,0,2,1,5,3,4,0,3,2,7,4,2,81.5659242576212,2.0,0,3.872983346207417,3,2,0,2.6457513110645907,6,3,1.0,0.0,0.0,0.0,6.0,81.5659242576212,2.6457513110645907,3.872983346207417,1.0,0.0,0.0,0.0,2.0
6.48074069840786,0,2,1,24,3,3,4,1,3,3,4,1,1,86.05811989580066,1.0,1,4.58257569495584,4,4,1,3.1622776601683795,5,2,3.1622776601683795,3.0,2.23606797749979,2.8284271247461903,6.48074069840786,86.05811989580066,3.1622776601683795,4.58257569495584,3.1622776601683795,3.0,2.23606797749979,2.8284271247461903,1.0
6.557438524302,0,1,2,26,2,1,3,1,3,4,3,4,1,130.22672536772166,1.0,1,3.4641016151377544,3,4,2,5.0,3,4,5.0,3.4641016151377544,2.0,3.4641016151377544,6.557438524302,130.22672536772166,5.0,3.4641016151377544,5.0,3.4641016151377544,2.0,3.4641016151377544,1.0
6.0,0,1,2,3,4,3,1,1,2,3,7,4,1,98.48350115628506,2.0,0,3.3166247903554,3,1,1,4.0,2,3,3.605551275463989,3.0,1.0,3.4641016151377544,6.0,98.48350115628506,4.0,3.3166247903554,3.605551275463989,3.0,1.0,3.4641016151377544,2.0
7.14142842854285,1,2,1,4,4,1,1,1,3,1,6,3,1,49.60846701924985,3.0,1,3.4641016151377544,3,3,3,4.242640687119285,2,4,3.1622776601683795,0.0,1.4142135623730951,2.6457513110645907,7.14142842854285,49.60846701924985,4.242640687119285,3.4641016151377544,3.1622776601683795,0.0,1.4142135623730951,2.6457513110645907,3.0
7.14142842854285,0,1,2,2,3,2,2,1,3,3,7,2,1,102.93687385966217,1.4142135623730951,0,3.3166247903554,3,2,0,3.7416573867739413,5,3,2.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,7.14142842854285,102.93687385966217,3.7416573867739413,3.3166247903554,2.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.4142135623730951
5.744562646538029,0,1,1,6,3,1,3,1,3,2,0,4,0,87.89197915623473,1.7320508075688772,0,4.795831523312719,4,3,1,3.872983346207417,2,1,3.605551275463989,3.3166247903554,2.0,2.6457513110645907,5.744562646538029,87.89197915623473,3.872983346207417,4.795831523312719,3.605551275463989,3.3166247903554,2.0,2.6457513110645907,1.7320508075688772
5.0,0,2,0,2,3,0,3,0,3,1,1,2,1,46.76537180435969,2.0,0,3.7416573867739413,3,3,0,2.449489742783178,3,3,1.4142135623730951,0.0,1.0,1.4142135623730951,5.0,46.76537180435969,2.449489742783178,3.7416573867739413,1.4142135623730951,0.0,1.0,1.4142135623730951,2.0
5.744562646538029,0,1,2,10,3,2,2,1,2,2,7,4,2,68.42514157822401,1.7320508075688772,0,3.7416573867739413,3,3,0,3.0,6,2,2.6457513110645907,2.6457513110645907,0.0,1.0,5.744562646538029,68.42514157822401,3.0,3.7416573867739413,2.6457513110645907,2.6457513110645907,0.0,1.0,1.7320508075688772
6.48074069840786,0,2,1,13,3,3,2,1,4,2,0,1,1,74.41773982055622,2.23606797749979,0,4.242640687119285,3,3,2,3.1622776601683795,2,2,0.0,0.0,0.0,0.0,6.48074069840786,74.41773982055622,3.1622776601683795,4.242640687119285,0.0,0.0,0.0,0.0,2.23606797749979
4.47213595499958,0,2,2,2,3,3,3,0,3,1,8,3,2,52.754146756439916,1.0,0,4.358898943540674,3,1,0,1.4142135623730951,3,3,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,4.47213595499958,52.754146756439916,1.4142135623730951,4.358898943540674,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0
6.48074069840786,0,2,0,2,1,5,3,1,3,1,1,3,0,51.92301994298868,0.0,1,3.3166247903554,3,3,1,2.0,5,3,1.7320508075688772,1.4142135623730951,1.0,0.0,6.48074069840786,51.92301994298868,2.0,3.3166247903554,1.7320508075688772,1.4142135623730951,1.0,0.0,0.0
6.4031242374328485,0,2,2,3,3,1,3,1,2,2,7,2,0,94.54099639838793,1.4142135623730951,0,3.3166247903554,3,3,1,3.7416573867739413,5,3,2.23606797749979,2.0,0.0,2.0,6.4031242374328485,94.54099639838793,3.7416573867739413,3.3166247903554,2.23606797749979,2.0,0.0,2.0,1.4142135623730951
5.196152422706632,0,2,1,5,1,5,3,1,2,3,5,4,0,113.17243480636087,1.0,1,4.0,3,2,1,3.0,3,3,3.0,2.8284271247461903,0.0,2.8284271247461903,5.196152422706632,113.17243480636087,3.0,4.0,3.0,2.8284271247461903,0.0,2.8284271247461903,1.0
5.477225575051661,0,2,1,1,1,1,4,1,2,2,2,4,1,71.596089278675,1.0,1,3.4641016151377544,3,3,2,3.1622776601683795,1,2,3.1622776601683795,2.8284271247461903,1.7320508075688772,0.0,5.477225575051661,71.596089278675,3.1622776601683795,3.4641016151377544,3.1622776601683795,2.8284271247461903,1.7320508075688772,0.0,1.0
5.477225575051661,0,1,1,5,4,1,2,1,2,1,6,4,0,61.326992425847855,3.0,0,3.4641016151377544,3,2,1,3.1622776601683795,3,2,2.23606797749979,2.0,0.0,1.7320508075688772,5.477225575051661,61.326992425847855,3.1622776601683795,3.4641016151377544,2.23606797749979,2.0,0.0,1.7320508075688772,3.0
6.082762530298219,1,2,1,2,2,4,4,1,2,1,2,3,2,45.71651780264984,2.449489742783178,1,3.872983346207417,3,2,0,2.6457513110645907,3,3,0.0,0.0,0.0,0.0,6.082762530298219,45.71651780264984,2.6457513110645907,3.872983346207417,0.0,0.0,0.0,0.0,2.449489742783178
4.898979485566356,0,2,1,21,2,5,3,1,2,1,2,1,0,47.916594202843754,0.0,0,3.7416573867739413,3,2,3,1.4142135623730951,3,3,1.0,1.0,0.0,0.0,4.898979485566356,47.916594202843754,1.4142135623730951,3.7416573867739413,1.0,1.0,0.0,0.0,0.0
